_id,BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address City,Building Address Zip Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types,Site EUI (Energy Use Intensity kBtu/ft2),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Electricity Usage (kBtu),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Chilled Water Usage (kBtu),District Steam Usage (kBtu),Fuel Oil 1 Usage (kBtu),Fuel Oil 2 Usage (kBtu),Fuel Oil 4 Usage (kBtu),Fuel Oil 5 and 6 Usage (kBtu),Propane Usage (kBtu),Diesel Usage (kBtu),Kerosene Usage (kBtu),Water Usage Intensity (Gallons/ft2),Compliance Status,BERDO Report Status,Estimated Total GHG Emissions (kgCO2e),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (,Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Cooresponding Campus ID,Notes
78,100193,0501221000,5538-12-14 COMMONWEALTH AVENUE BOSTON MA LLC,12-14 commonwealth ave,boston,02116,12 14 commonwealth av,boston,02116,38080.0,,Multifamily Housing,Multifamily Housing ,6.0,100,228552.8,,228552.8,,,,,,,,,,,,1.13,In Compliance,7 - Accepted by BERDO Team,18078.52648,No,No,No,No,No,No,,
79,100200,0301611000,60 CANAL OWNER LLC,60 canal st,boston,02114,155 friend st,boston,02114,49336.0,,Office,"Office , Retail Store ",36.1,,1779255.8,1304454.8,474801.0,,,,,,,,,,,,0.76,In Compliance,7 - Accepted by BERDO Team,106836.3535,No,No,No,No,No,No,,
80,100204,0503936000,601 NEWBURY ST LLC,595-603 newbury st,boston,02215,603 595 newbury st,boston,02215,24300.0,,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse ,0.0,,0.0,,0.0,,,,,,,,,,,,0.01,In Compliance,7 - Accepted by BERDO Team,,I`m not sure,No,No,No,No,No,,
81,100206,0202158010,610 RUTHERFORD AVENUE LLC,610 rutherford av,boston,02129,610 rutherford av,boston,02129,21632.0,,Multifamily Housing,Multifamily Housing ,32.4,,701867.2,117900.0,583967.2,,,,,,,,,,,,19.90,In Compliance,7 - Accepted by BERDO Team,52453.47452,I'm not sure,No,No,Maybe,No,No,,
82,100207,0602076010,616 EAST FOURTH STREET,616 e fourth st,boston,02127,616 e fourth st,boston,02127,11526.0,,Multifamily Housing,Multifamily Housing ,77.0,57,887994.0,363300.0,524693.9,,,,,,,,,,,,36.11,In Compliance,7 - Accepted by BERDO Team,60798.15049,No,No,No,No,No,No,,
83,100212,0602750035,7 CC 73 OWNER LLC,7 channel center st,boston,02127,7 channel center st,boston,02127,30798.0,,Other,Other ,,,,,,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,,No,No,No,No,No,No,,Vacant building in 2022
84,100213,0602674250,7 TIDE LLC,7 tide st,boston,02210,7 tide st,boston,02210,36000.0,,Wholesale Club/Supercenter,Wholesale Club/Supercenter ,49.1,,1767823.7,417900.0,1349923.7,,,,,,,,,,,,10.70,In Compliance,7 - Accepted by BERDO Team,128973.6337,I'm not sure,No,No,No,No,No,,
85,100216,2009181000,705 PLANTATION STREET REALTY TRUST,1208r vfw pkwy,boston,02132,270 baker st,boston,02132,34950.0,,Office,"Office , Parking ",35.2,,1229409.7,,1229409.8,,,,,,,,,,,,5.34,In Compliance,7 - Accepted by BERDO Team,97246.31518,No,No,No,No,No,No,,
86,100224,0603516010,726-734 E BROADWAY REALTY LLC,728-734a e broadway,boston,02127,726 728 e broadway,boston,02127,42924.0,1400,Multifamily Housing,"Restaurant , Multifamily Housing , Office , Parking ",124.6,,5346387.3,3181900.2,2164487.2,,,,,,,,,,,,49.52,In Compliance,7 - Accepted by BERDO Team,340201.6571,No,No,No,No,No,No,,
87,100227,1101200015,75 AMORY AVENUE APARTMENTS LLC,75 amory av,boston,02119,75 amory av,boston,02119,47073.0,,Multifamily Housing,Multifamily Housing ,36.6,91,1724010.0,691010.0,1033000.1,,,,,,,,,,,,36.55,In Compliance,7 - Accepted by BERDO Team,118409.849,No,No,No,No,No,Yes,,
88,100228,0800486000,75 PROCTOR LLC,75 proctor st,boston,02119,75 proctor st,boston,02119,23840.0,,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse ,58.1,43,1384449.7,1123500.0,260949.8,,,,,,,,,,,,0.33,In Compliance,7 - Accepted by BERDO Team,80310.21418,I'm not sure,No,No,No,No,No,,
89,100229,0303860000,75 STATE OWNER LLC,75 state st,boston,02109,75 state st,boston,02109,813261.0,235000,Office,"Office , Financial Office , Other - Restaurant/Bar , Parking , Retail Store , Other ",45.4,85,36948138.6,,36948138.6,,,,,,,,,,,,5.65,In Compliance,7 - Accepted by BERDO Team,2922597.763,No,No,No,Yes,No,Yes,,
90,100230,0102504000,75 WALDERMAR AVENUE,75 waldemar ave,boston,02128,75 waldemar av,boston,02128,12628.0,,Multifamily Housing,Multifamily Housing ,43.9,,554104.8,240600.0,313504.8,,,,,,,,,,,,40.15,In Compliance,7 - Accepted by BERDO Team,37576.49568,I'm not sure,No,No,No,No,No,,
91,100232,0304199000,75-101 FED OWNER LLC,101 federal st,boston,02110,101 federal st,boston,02110,888478.0,50863,Office,"Office , Data Center , Bank Branch , Parking ",55.9,77,49662570.2,0.0,45692582.8,,,,3969991.4,,,,,,,,6.41,In Compliance,7 - Accepted by BERDO Team,3877890.728,No,No,No,Yes,No,Yes,,
92,100233,0801401100,761 HARRISON CHURCH LLC,761 harrison av,boston,02118,761 harrison av,boston,02118,64042.0,1725,Multifamily Housing,"Multifamily Housing , Parking ",51.7,77,3310240.0,1061387.4,2248852.6,,,,,,,,,,,,48.57,In Compliance,7 - Accepted by BERDO Team,234254.5255,No,No,No,No,No,No,,
93,100236,0304482000,8 HARRISON AVENUE,2-8 harrison ave,boston,02111,8 harrison av,boston,02111,161486.0,,Other - Technology/Science,,124.0,,20017104.4,,17868644.0,,,,2148459.1,,,,,,,,8.15,In Compliance,7 - Accepted by BERDO Team,1541457.903,No,No,No,Yes,No,No,,
94,100238,0802039010,801 ALBANY STREET LLC MASS LLC,801-805 albany st,boston,02119,6 4 northampton st,boston,02119,40216.0,,Office,"Office , Parking ",73.6,74,2960274.1,1231400.0,1728874.0,,,,,,,,,,,,3.42,In Compliance,7 - Accepted by BERDO Team,202153.5874,No,No,No,No,No,No,,
95,100243,0304981010,88  HUDSON STREET  LEASEHOLD,88 hudson st,boston,02111,88 hudson st,boston,02111,59992.0,,Multifamily Housing,Multifamily Housing ,42.9,98,2571284.7,1643544.8,927739.9,,,,,,,,,,,,27.17,In Compliance,7 - Accepted by BERDO Team,160672.8904,No,No,No,No,No,No,,
96,100246,0500697000,9 APPLETON PLACE CONDOMINIUM,49-55 berkeley st,boston,02116,9 appleton st,boston,02116,32080.0,,Multifamily Housing,"Multifamily Housing , Supermarket/Grocery Store ",49.0,98,1571986.1,634000.0,937986.1,,,,,,,,,,,,2845.17,In Compliance,7 - Accepted by BERDO Team,107866.4405,No,No,No,No,No,No,,
97,100247,0602750045,9 CHANNEL CENTER LLC,9 channel center st,boston,02127,9 channel center st,boston,02127,73553.0,,Office,Office ,38.1,80,2799007.5,165800.0,2633207.6,,,,,,,,,,,,1.83,In Compliance,7 - Accepted by BERDO Team,217092.3592,No,No,No,No,No,No,,
98,100248,0502557000,92 BEACON STREET CONDOMINIUN,92 beacon st,boston,02108,92 beacon st,boston,02108,23400.0,,Multifamily Housing,Multifamily Housing ,44.8,99,1049326.3,829300.1,220026.2,,,,,,,,,,,,15.53,In Compliance,7 - Accepted by BERDO Team,61448.20073,I'm not sure,No,No,No,No,No,,
99,100250,0604486000,945 EAST BROADWAY,945-947 e broadway,boston,02127,945 e broadway,boston,02127,20975.0,9350,Multifamily Housing,"Multifamily Housing , Parking ",42.4,,889232.5,314000.0,575232.5,,,,,,,,,,,,1445.94,In Compliance,7 - Accepted by BERDO Team,62177.43075,No,No,No,No,No,No,,
100,100251,0500706000,95 BERKELEY STREET (MA),85-99 berkeley st,boston,02116,95 berkeley st,boston,02116,92708.0,,Office,Office ,52.9,77,4904045.4,2928552.0,1975493.4,,,,,,,,,,,,0.60,In Compliance,7 - Accepted by BERDO Team,311796.9247,I`m not sure,No,No,No,No,No,,
101,100254,2201915000,97-113 NORTH BEACON LLC,97-113 n beacon st,boston,02135,97 113 n beacon st,boston,02135,27530.0,,Convenience Store without Gas Station,Convenience Store without Gas Station ,52.7,100,1451166.7,,1173533.5,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,92826.49985,No,No,No,No,No,No,,
102,100255,2203711010,99  TREMONT  STREET,99 tremont st,boston,02135,99 tremont st,boston,02135,62500.0,,Multifamily Housing,Multifamily Housing ,39.6,98,2471959.5,970700.0,1501259.5,,,,,,,,,,,,25.29,In Compliance,7 - Accepted by BERDO Team,170303.5035,No,No,No,Yes,No,No,,
103,100256,0304504000,99 CHAUNCY STREET INC,99 chauncy st,boston,02111,21 29 harrison av xt,boston,02111,108106.0,,Office,Office ,42.8,93,4627037.4,2890199.7,1736837.7,,,,,,,,,,,,3.22,In Compliance,7 - Accepted by BERDO Team,290882.3681,Yes,No,No,No,No,No,,
104,100257,0304576000,99 SUMMER OWNER II  LLC,99 summer st,boston,02110,99 summer st,boston,02110,291332.0,40000,Office,"Office , Parking ",42.1,82,12276547.0,3026896.4,9249652.2,,,,,,,,,,,,7.51,In Compliance,7 - Accepted by BERDO Team,892405.9568,No,No,No,Yes,No,No,,
105,100259,1801136000,A F CUMMINS REALTY LLC,920-926 cummins hwy,boston,02126,926 cummins hw,boston,02126,21718.0,,Supermarket/Grocery Store,Supermarket/Grocery Store ,232.8,53,5056770.4,2074000.0,2982770.4,,,,,,,,,,,,19.10,In Compliance,7 - Accepted by BERDO Team,346087.2786,I'm not sure,No,No,Yes,Yes,No,,
106,100260,0300465000,A L HOUSE LP MASS LP,65 martha rd,boston,02114,65 martha rd,boston,02114,131933.0,,Multifamily Housing,Multifamily Housing ,64.2,57,8469991.6,4815074.5,3654917.3,,,,,,,,,,,,33.85,In Compliance,7 - Accepted by BERDO Team,544832.5651,No,No,No,No,No,No,,
107,100261,1905052050,A.O. FLATS AT FOREST HILLS  LLC,93  95 hyde park av,boston,02130,93 95 hyde park av,boston,02130,61830.0,14700,Multifamily Housing,"Multifamily Housing , Parking , Other ",54.8,86,3385821.5,1460678.9,1925142.5,,,,,,,,,,,,50.33,In Compliance,7 - Accepted by BERDO Team,229855.4281,No,No,No,Yes,No,No,,
108,100268,1400038000,ABCD REAL ESTATE CORP,188 geneva ave,boston,02121,188 geneva av,boston,02121,40920.0,,Pre-school/Daycare,Pre-school/Daycare ,105.3,,4308110.6,2572217.1,1735893.6,,,,,,,,,,,,14.52,In Compliance,7 - Accepted by BERDO Team,273919.6339,No,No,No,No,No,No,,
109,100272,1100916001,ACADEMY HOMES URBAN EDGE LPS,1596  1590 columbus av,boston,02119,1596 1590 columbus av,boston,02119,234459,,Multifamily Housing,Multifamily Housing ,99.3,53,23276793,19858832.3,3417960.8,,,,,,,,,,,,62.9,In Compliance,7 - Accepted by BERDO Team,1325063.283,I'm not sure,No,No,No,No,No,4424465,
110,100294,0305484010,ACDC OAK TERRACE APARTMENTS  LLC,882-892 washington st,boston,02111,888 washington st,boston,02111,110244.0,,Multifamily Housing,Multifamily Housing ,34.4,98,3788113.8,2152947.1,1635166.5,,,,,,,,,,,,22.25,In Compliance,7 - Accepted by BERDO Team,243684.6906,No,No,No,No,No,No,,
111,100306,1801010000,ADAMS COURT LLC MASS LLC,415 river st,boston,02126,415 river st,boston,02126,31312.0,,Multifamily Housing,"Multifamily Housing , Parking ",57.1,85,1787253.3,1428198.3,359055.0,,,,,,,,,,,,60.69,In Compliance,7 - Accepted by BERDO Team,104252.8622,I'm not sure,No,No,No,No,No,,
112,100307,1801012001,ADAMS COURT PHASE B LLC MASS LLC,435 river st,boston,02126,435 river st,boston,02126,63744.0,,Multifamily Housing,"Multifamily Housing , Parking ",66.6,66,4242729.7,2979696.0,1263033.7,,,,,,,,,,,,65.39,In Compliance,7 - Accepted by BERDO Team,258157.6202,No,No,No,No,No,No,,
113,100308,0401162000,ADAMS GEORGE WARDELL ETAL,250 Massachusetts Avenue,Boston,02115,93 105 falmouth st,boston,02115,201900,,Worship Facility,Worship Facility ,,,,,,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,,No,No,No,Yes,No,No,6344915,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
114,100317,1603457000,ADAMS ST VILLAGE LLC MASS LLC,725 adams st,boston,02124,725 adams st,boston,02124,34705.0,,Multifamily Housing,Multifamily Housing ,52.4,92,1819659.9,1367208.3,452451.7,,,,,,,,,,,,48.57,In Compliance,7 - Accepted by BERDO Team,108401.3623,No,No,No,No,No,No,,
115,100322,0502539000,AIDA CASPI GLASSER TRUST,128 chestnut st,boston,02108,128 chestnut st,boston,02108,21960.0,,Multifamily Housing,Multifamily Housing ,91.3,68,2005387.9,,179399.5,,,,,,1825988.4,,,,,,19.35,In Compliance,7 - Accepted by BERDO Team,149697.0996,I'm not sure,No,No,No,No,No,,
116,100323,0301560010,AIMCO ONE CANAL STREET LLC,1 canal st,boston,02114,1 canal st,boston,02114,273110.0,,Multifamily Housing,,77.5,3,21153261.8,7128243.2,14025019.2,,,,,,,,,,,,32.96,In Compliance,7 - Accepted by BERDO Team,1487960.015,No,No,No,No,No,No,,
117,100340,0306730000,ALBANY STREET HOTEL LLC,225 albany st,boston,02118,albany st,boston,02118,93655.0,,Hotel,"Hotel , Parking ",70.9,67,6641698.9,2430906.4,4210793.6,,,,,,,,,,,,38.07,In Compliance,7 - Accepted by BERDO Team,462179.2127,I`m not sure,No,No,No,No,Yes,,
118,100341,0103704100,ALDEN STEARNS REALTY TR LLC MASS LLC,98r-100r condor st,boston,02128,98 r 100r condor st,boston,02128,46000.0,,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant ,36.8,,1694056.5,1112890.5,581166.1,106056.5,,,,,,,,,,,1.00,In Compliance,7 - Accepted by BERDO Team,105075.853,No,No,No,No,No,No,,
119,100344,2003590000,ALLANDALE CONDO TRUST,200 allandale st,boston,02467,200 232 allandale rd,boston,02467,283083.0,,Multifamily Housing,Multifamily Housing ,39.6,96,11196604.8,8544000.0,2652604.8,,,,,,,,,,,,17.70,In Compliance,7 - Accepted by BERDO Team,663592.8797,,,,No,No,No,,
120,100359,0800962000,ALLERTON PROPERTY LLC,65 allerton st,boston,02119,65 67 allerton st,boston,02119,139405.0,,Office,Office ,56.0,60,7807000.7,582959.2,7224039.9,,,,,,,,,,,,7.88,In Compliance,7 - Accepted by BERDO Team,602382.5192,No,No,Yes,Yes,No,Yes,,
121,100360,0800844000,ALLIED WASTE SYSTEMS INC,51-55 kemble st,boston,02119,51 55 kemble st,boston,02119,27300.0,,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant ,145.3,,3966753.3,396357.2,3570395.3,,,,,,,,,,,,33.06,In Compliance,7 - Accepted by BERDO Team,303468.7991,No,No,No,Yes,No,No,,
122,100361,0703498010,ALLSTATE ROAD (EDENS) LLC,101 allstate rd,boston,02125,101 allstate rd,boston,02125,130328.0,,Strip Mall,Strip Mall ,169.4,,22079773.1,8112399.6,13967373.4,,,,,,,,,,,,38.18,In Compliance,7 - Accepted by BERDO Team,1535668.779,No,Yes,Yes,No,No,Yes,,
123,100369,0703574000,ALVAN-MORA LLC,1258-1272 massachusetts ave,boston,02125,1272 1258 massachusetts av,boston,02125,37586.0,6000,Multifamily Housing,"Multifamily Housing , Parking ",78.1,67,2935834.6,1912845.4,1022989.3,,,,,,,,,,,,28.40,In Compliance,7 - Accepted by BERDO Team,182509.6728,I'm not sure,No,No,No,No,No,,
124,100370,0303988000,AMAN INC DEL CORP,21 custom house st,boston,02110,19 21 custom house st,boston,02110,105197.0,30549,Office,"Office , Parking ",76.3,37,8021325.4,,8021325.4,,,,,,,,,,,,9.93,In Compliance,7 - Accepted by BERDO Team,634486.8391,No,No,No,Yes,No,No,,
125,100371,0303998000,AMAN INC DEL CORP,20 custom house st,boston,02109,54 62 broad st,boston,02109,96032.0,,Office,Office ,99.3,23,9537552.6,,9537553.4,,,,,,,,,,,,14.87,In Compliance,7 - Accepted by BERDO Team,754420.4739,No,No,No,Yes,No,No,,
126,100372,0501488000,AMER METEOROGICAL SOC,45 beacon st,boston,02108,45 beacon st,boston,02108,20394.0,,Other,Other ,60.1,,1226572.9,797700.0,428873.0,,,,,,,,,,,,6.15,In Compliance,7 - Accepted by BERDO Team,76289.7013,I`m not sure,No,No,No,No,No,,
127,100376,0304925000,AMERICAN YOUTH HOSTELS BOSTON HOSTEL INC,11-25 stuart st,boston,02116,11 25 stuart st,boston,02116,72850.0,,Hotel,"Hotel , Bank Branch ",88.3,81,6434302.0,3646800.3,2787501.6,,,,,,,,,,,,34.80,In Compliance,7 - Accepted by BERDO Team,414172.9405,I`m not sure,No,No,No,No,No,,
128,100379,1101519000,AMIFF HOUSING ASSOCIATES,64-72 Iffley Road,boston,02130,64 72 iffley rd,boston,02130,27844,,Multifamily Housing,Multifamily Housing ,12.5,,347474.6,,347474.7,,,,,,,,,,,,39.42,In Compliance,7 - Accepted by BERDO Team,27485.24877,No,No,No,No,No,No,22907790,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
129,100381,1101519000,AMIFF HOUSING ASSOCIATES,449-451 Walnut Ave.,boston,02119,64 72 iffley rd,boston,02130,23012,,Multifamily Housing,Multifamily Housing ,10.4,,239996.7,,239996.7,,,,,,,,,,,,68.06,In Compliance,7 - Accepted by BERDO Team,18983.73897,No,No,No,No,No,No,22907790,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
130,100382,1404242000,AMIFF HOUSING ASSOCIATES,70 American Legion Highway,boston,02124,70 74 american legion hw,boston,02124,29440,,Multifamily Housing,Multifamily Housing ,9.1,,268606.3,,268606.3,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,21246.75833,No,No,No,No,No,No,22816898,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
131,100383,1404246000,AMIFF HOUSING ASSOCIATES, 64 American Legion Highway ,boston,02124,64 68 american legion hw,boston,02124,22748,,Multifamily Housing,Multifamily Housing ,11.3,100,255988.7,,255988.7,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,20248.70617,No,No,No,No,No,No,22816898,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
132,100389,1101201000,AMORY LLC MASS LLC,73 amory st,boston,02119,55 73 amory st,boston,02119,68885.0,,Other,Other ,,,,,,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,,I`m not sure,No,No,No,No,No,,Vacant building in 2022
133,100390,1101201000,AMORY LLC MASS LLC,51 amory st,boston,02119,55 73 amory st,boston,02119,2300.0,,Other,Other ,109.9,,252658.0,224200.0,28457.9,,,,,,,,,,,,1.35,In Compliance,7 - Accepted by BERDO Team,14158.28189,Yes,No,No,No,No,No,,
134,100391,1101202010,AMORY TERRACE,20 amory ave,boston,02119,10 20 amory av,boston,02119,78910.0,,Multifamily Housing,"Multifamily Housing , Parking ",66.0,73,5206476.9,3476899.8,1729576.9,,,,,,,,,,,,50.71,In Compliance,7 - Accepted by BERDO Team,321467.6812,I'm not sure,No,No,No,No,No,,
135,100398,0303685000,ANBECA 60 LLC,60 state st,boston,02109,60 state st,boston,02109,911369,75645,Office,"Restaurant , Office , Data Center , Financial Office , Parking ",70.2,64,63946759.5,798193.1,43207111.4,,,,19941448.3,,,,,,,,17.63,In Compliance,7 - Accepted by BERDO Team,4648584.866,No,No,No,Yes,No,No,,
136,100400,0502186000,ANDERSON PARK APARTMENTS LLC,248-270 cambridge st,boston,02114,8 anderson st,boston,02114,72450.0,,Multifamily Housing,Multifamily Housing ,83.8,31,6074739.5,4056258.3,2018481.2,,,,,,,,,,,,26.55,In Compliance,7 - Accepted by BERDO Team,375089.7412,No,No,No,Yes,No,No,,
137,100401,0502203000,ANDERSON ST ASSOCIATES 2ND,1-2 anderson pl,boston,02114,1 2 anderson pl,boston,02114,16290.0,,Multifamily Housing,Multifamily Housing ,82.7,79,1346544.9,1175781.2,170763.8,,,,,,,,,,,,50.70,In Compliance,7 - Accepted by BERDO Team,75953.15611,No,No,No,No,No,No,,
138,100406,2003601001,APOSTOLIC EXARCHATE,3 vfw pkwy,boston,02132,5 15 vfw pw,boston,02132,10034.0,,Worship Facility,Worship Facility ,46.2,30,463478.5,295203.0,168275.4,,,,,,,,,,,,2.27,In Compliance,7 - Accepted by BERDO Team,28988.81547,Yes,No,No,No,No,No,,
139,100407,0203627000,APPALACHIAN MOUNTAIN CLUB,12 park st,boston,02129,2 12 park st,boston,02129,44000.0,,Office,"Personal Services Health/Beauty, Dry Cleaning, etc , Restaurant , Office ",66.6,65,2931923.4,1652517.9,1279405.5,,,,,,,,,,,,2.87,In Compliance,7 - Accepted by BERDO Team,188966.2007,Yes,No,Yes,No,No,No,,
140,100413,1904600000,ARBORVIEW PLACE CONDO TRUST,391 hyde park ave,boston,02131,391 hyde park av,boston,02131,37056.0,19113,Multifamily Housing,"Multifamily Housing , Parking ",49.8,100,1846167.0,1382500.1,463666.9,,,,,,,,,,,,1951.86,In Compliance,7 - Accepted by BERDO Team,110100.6321,No,No,No,No,No,No,,
141,100415,2100704010,ARCAND FAMILY/ALLSTON LLC,442  446 cambridge st,boston,02134,442 446 cambridge st,boston,02134,49000.0,,Multifamily Housing,Multifamily Housing ,19.8,100,972400.2,163200.0,809200.2,,,,,,,,,,,,21.60,In Compliance,7 - Accepted by BERDO Team,72675.28782,I`m not sure,No,No,No,No,No,,
142,100417,0203510010,ARE-79-96 CHARLESTOWN NAVY,79-96 thirteenth st,boston,02129,96 thirteenth st,boston,02129,24940.0,,Laboratory,Laboratory ,209.0,,5212237.9,2910047.0,2302191.0,,,,,,,,,,,,2.99,In Compliance,7 - Accepted by BERDO Team,336655.9043,No,No,No,No,No,No,,
143,100418,0601166070,ARE-MA REGION NO. 68 LLC,284 a st,boston,02127,10 necco st,boston,02127,160180.0,,Parking,Parking ,3.2,,512975.4,,512975.4,,,,,,,,,,,,0.12,In Compliance,7 - Accepted by BERDO Team,40576.35414,No,No,No,No,No,No,,
144,100419,0601165050,ARE-MA REGION NO. 72  LLC,5 necco st,boston,02127,5 necco st,boston,02127,95400.0,,Office,Office ,78.5,59,7487912.1,3038351.5,4449561.9,,,,,,,,,,,,4.86,In Compliance,7 - Accepted by BERDO Team,513327.1945,No,No,No,Yes,No,No,,
145,100420,0602836020,ARE-MA REGION NO. 84 HOLDING LLC,420 e st,boston,02127,420 e st,boston,02127,86880.0,,Other - Services,Other - Services ,98.4,,8551004.0,7294900.1,1256103.9,,,,,,,,,,,,4.42,In Compliance,7 - Accepted by BERDO Team,486789.9628,No,No,No,No,No,No,,
